cohort,childid,treat,absent,absenteeism,cgender,cage
1,916,1,5,0,0,2.92146118722
1,918,1,4,0,0,3.38721461187
1,920,1,15,0,0,4.60109289618
1,922,1,15,0,1,3.93442622951
1,924,0,2,0,0,3.58721461187
1,925,0,3,0,1,4.03278688525
1,926,0,3,0,1,4.6393442623
1,927,1,8,0,0,3.60091324201
1,928,1,10,0,0,4.91598173516
1,929,0,10,0,0,4.42076502732
1,931,0,10,0,0,4.07650273224
1,932,1,8,0,1,4.2349726776
1,933,1,6,0,1,4.74337899544
1,934,1,18,1,0,4.20491803279
1,935,1,18,1,0,4.68858447489
1,936,0,2,0,0,4.22131147541
1,937,0,6,0,0,4.55737704918
1,938,1,10,0,0,3.9043715847
1,939,1,4,0,1,4.20491803279
1,940,1,4,0,0,4.58743169399
1,941,1,2,0,0,3.98907103825
1,946,1,6,0,0,4.51366120219
1,947,1,5,0,1,4.30601092896
1,948,1,30,1,0,4.12295081967
1,949,1,10,0,1,4.43169398907
1,950,1,3,0,1,4.53005464481
1,951,1,10,0,1,4.10655737705
1,952,1,0,0,0,3.97540983607
1,953,1,5,0,0,4.59836065574
1,973,0,2,0,1,3.74590163935
1,991,1,5,0,1,3.99453551913
1,994,1,4,0,0,4.14754098361
1,1000,1,7,0,1,4.09016393443
1,1001,1,17,0,0,4.50273224044
1,1002,1,20,1,1,3.70218579235
1,1003,1,22,1,0,4.77899543379
1,1004,0,20,1,1,2.99817351598
1,1009,1,8,0,1,4.46174863388
1,1010,1,3,0,1,4.61202185793
1,1011,1,4,0,0,4.52732240437
1,1012,1,4,0,0,4.60109289618
1,1014,0,9,0,1,4.60928961749
1,1017,0,5,0,0,4.75159817352
1,1019,0,16,0,1,4.34972677596
1,1020,0,3,0,0,4.43169398907
1,1022,1,3,0,0,4.69406392694
1,1023,1,6,0,0,4.32786885246
1,1024,1,8,0,1,4.53005464481
1,1025,0,10,0,0,3.72131147541
1,1026,0,13,0,1,3.4392694064
1,1028,0,13,0,1,4.69680365297
1,1029,0,10,0,1,4.51092896175
1,1030,0,6,0,1,3.29680365297
1,1031,1,13,0,0,3.93169398907
1,1032,1,5,0,0,4.74611872146
1,1033,1,4,0,1,4.07923497268
1,1035,1,3,0,0,3.52146118722
1,1037,1,10,0,0,3.16803652968
1,1038,1,5,0,1,3.23378995434
1,1041,1,30,1,1,4.10109289618
1,1042,1,35,1,0,4.51092896175
1,1043,1,5,0,0,3.90710382514
1,1044,1,15,0,1,4.65300546448
1,1045,1,16,0,1,4.28142076503
1,1046,1,10,0,0,3.96721311476
1,1047,1,8,0,0,3.96174863388
1,1048,1,8,0,0,3.9480874317
1,1050,1,7,0,1,3.21461187215
1,1052,0,19,1,1,4.26775956284
1,1053,0,20,1,1,3.98907103825
1,1054,0,5,0,0,4.1174863388
1,1055,0,8,0,0,3.84699453552
1,1056,1,4,0,1,3.67759562842
1,1057,1,41,1,0,4.45355191257
1,1062,0,11,0,1,3.63378995434
1,1063,1,11,0,0,3.94535519126
1,1064,1,14,0,1,4.15573770492
1,1068,0,10,0,0,3.36529680366
1,1070,0,12,0,0,4.36065573771
1,1071,0,10,0,1,3.30776255708
1,1076,1,15,0,1,3.9262295082
1,1077,0,21,1,0,4.48087431694
1,1078,0,17,0,1,3.8306010929
1,1079,1,5,0,0,4.18852459017
1,1089,1,5,0,0,3.96448087432
1,1092,1,6,0,1,3.90163934426
1,1093,1,10,0,0,3.36255707763
1,1094,1,10,0,1,4.55464480875
1,1097,1,9,0,1,4.66393442623
1,1098,1,7,0,0,3.84153005465
1,1099,1,5,0,0,3.46666666667
1,1100,0,10,0,1,4.5956284153
1,1101,0,25,1,0,4.08469945355
1,1108,1,15,0,0,4.16666666667
1,1109,1,5,0,1,3.97814207651
1,1110,0,8,0,0,4.23224043716
1,1111,0,9,0,1,2.94885844749
1,1112,0,9,0,1,3.34885844749
1,1113,0,5,0,0,4.3825136612
1,1116,0,13,0,0,3.95081967213
1,1117,0,8,0,1,4.60109289618
1,1118,0,11,0,0,4.66393442623
1,1119,0,17,0,1,4.19945355192
1,1120,1,41,1,1,3.60365296804
1,1121,1,15,0,0,3.77322404372
1,1122,1,10,0,0,3.32146118722
1,1123,1,34,1,1,3.0502283105
1,1124,1,24,1,0,3.93169398907
1,1125,1,18,1,1,4.13387978142
1,1126,1,39,1,1,4.7296803653
1,1127,1,34,1,0,3.57351598174
1,1133,1,30,1,0,4.59289617487
1,1134,0,28,1,1,4.13114754099
1,1135,0,41,1,1,3.24748858448
1,1137,0,41,1,1,4.79817351598
1,1146,0,8,0,0,4.09289617487
1,1147,1,10,0,0,4.63387978142
1,1148,1,30,1,0,4.38797814208
1,1149,1,8,0,1,4.35519125683
1,1150,1,10,0,1,4.2349726776
1,1152,0,12,0,1,3.45570776256
1,1154,0,9,0,0,4.39617486339
1,1155,0,7,0,1,4.07650273224
1,1156,0,8,0,1,4.65300546448
1,1162,1,8,0,1,4.05737704918
1,1164,1,4,0,1,3.69672131148
1,1165,1,4,0,0,4.59016393443
1,1166,1,12,0,0,4.09836065574
1,1167,1,3,0,1,3.87431693989
1,1169,1,10,0,0,4.42076502732
1,1172,1,9,0,0,4.73242009133
1,1173,1,3,0,1,4.1174863388
1,1174,0,10,0,0,3.40639269407
1,1175,0,41,1,1,4.37431693989
1,1176,0,41,1,1,3.94535519126
1,1177,0,10,0,1,4.36065573771
1,1178,0,4,0,0,4.66120218579
1,1179,1,10,0,1,3.45570776256
1,1180,1,15,0,0,3.90710382514
1,1181,1,22,1,0,3.3899543379
1,1183,1,10,0,0,4.26229508197
1,1185,1,30,1,1,4.1393442623
1,1186,1,10,0,0,4.41256830601
1,1187,0,13,0,0,4.82557077626
1,1188,0,33,1,1,4.17213114754
1,1189,0,8,0,1,4.88858447489
1,1190,0,0,0,0,4.53825136612
1,1191,0,0,0,0,4.24590163935
1,1192,0,0,0,1,4.19398907104
1,1205,0,19,1,1,4.4480874317
1,1206,0,8,0,1,4.37158469946
1,1207,0,38,1,0,4.33879781421
1,1208,0,34,1,1,4.49453551913
1,1210,1,21,1,0,3.75136612022
1,1211,1,24,1,0,4.26775956284
1,1212,1,10,0,1,4.59016393443
1,1227,1,5,0,0,4.5956284153
1,1229,1,15,0,1,4.16939890711
1,1230,1,5,0,0,4.18852459017
1,1231,1,20,1,0,3.94262295082
1,1232,1,3,0,1,4.59016393443
1,1276,0,12,0,1,4.35519125683
1,1277,1,20,1,0,4.77351598174
1,1278,0,5,0,1,4.04644808743
1,1279,1,2,0,0,4.18852459017
1,1326,1,5,0,1,3.84153005465
1,1328,1,4,0,1,4.28415300547
1,1373,1,14,0,1,3.50228310503
1,1390,1,21,1,0,4.25409836066
1,1411,1,10,0,0,4.80365296804
1,1419,1,4,0,1,4.18032786885
1,1426,0,6,0,0,3.62283105023
1,1432,1,7,0,1,3.82786885246
1,1448,1,4,0,0,3.10502283105
1,1463,1,1,0,0,3.7131147541
1,1474,1,7,0,1,4.21857923498
1,1475,1,9,0,1,3.86885245902
1,1477,1,5,0,0,4.16666666667
1,1496,1,12,0,0,4.54644808743
1,1521,0,6,0,1,4.24590163935
1,1530,1,4,0,0,4.23770491804
1,1534,1,3,0,0,4.89680365297
1,1605,1,15,0,1,3.63105022831
1,1618,1,20,1,1,4.74611872146
1,1624,0,10,0,0,3.78415300547
1,1635,0,0,0,1,4.22950819672
1,1642,0,10,0,1,3.65296803653
1,1643,0,14,0,1,4.28415300547
1,1644,0,5,0,1,4.50273224044
1,1657,1,15,0,0,3.84699453552
1,1713,1,25,1,1,4.47814207651
1,1714,1,12,0,1,3.89344262295
1,1715,1,8,0,0,4.43715846995
1,1716,1,2,0,0,4.33606557377
1,1732,1,5,0,1,4.27595628416
1,1839,1,5,0,0,4.14480874317
1,1840,1,5,0,0,4.61475409836
1,1870,1,3,0,1,3.40913242009
1,1871,0,15,0,0,3.04200913242
1,1873,1,5,0,0,3.59817351598
1,1875,1,6,0,1,4.29508196722
1,1898,1,10,0,1,3.39817351598
1,1899,0,18,1,0,3.9262295082
1,1901,1,4,0,0,4.38524590164
1,1912,1,4,0,1,4.43169398907
1,1913,1,20,1,1,3.61461187215
1,1914,1,9,0,0,4.5
1,1915,1,4,0,0,4.48360655738
1,1916,0,20,1,1,4.44535519126
1,1934,1,10,0,1,4.02459016394
1,1940,1,14,0,1,4.48087431694
1,1962,0,4,0,0,3.82240437159
1,2028,1,3,0,0,3.39269406393
1,2039,1,6,0,0,2.85296803653
1,2080,1,10,0,1,4.54918032787
1,2113,0,10,0,0,4.88310502283
1,2144,0,18,1,1,4.16939890711
1,2147,1,21,1,1,3.97814207651
1,2156,0,2,0,0,4.65300546448
1,2162,0,16,0,0,3.80601092896
1,2238,1,10,0,0,4.24316939891
1,2278,1,19,1,1,4.10109289618
1,2300,1,0,0,1,4.16666666667
1,2346,0,45,1,0,3.91803278689
1,2379,1,10,0,0,3.52146118722
1,2381,1,8,0,0,4.15573770492
1,2382,1,10,0,0,3.74590163935
1,2383,1,14,0,1,3.98633879782
1,2384,1,8,0,1,4.4262295082
1,2426,1,13,0,1,3.93169398907
1,2528,1,3,0,1,4.53825136612
1,2579,0,70,1,1,4.55464480875
2,2713,0,8,0,0,4.13424657534
2,2714,0,14,0,1,4.2794520548
2,2715,0,3,0,1,4.85701025526
2,2716,1,4,0,0,4.65479452055
2,2717,1,7,0,0,3.66301369863
2,2718,1,2,0,0,4.15068493151
2,2719,1,20,1,0,4.17808219178
2,2720,1,14,0,1,4.15616438356
2,2721,1,0,0,1,4.28493150685
2,2722,1,6,0,1,4.81329440827
2,2723,1,7,0,1,4.81056216783
2,2731,1,2,0,1,4.4
2,2732,1,2,0,0,4.84334905308
2,2733,1,13,0,0,4.49041095891
2,2734,1,22,1,1,4.15342465754
2,2736,0,14,0,1,4.46575342466
2,2737,0,12,0,0,4.21095890411
2,2738,0,36,1,0,4.67395014597
2,2739,0,10,0,0,4.59726027398
2,2740,1,12,0,1,4.13698630137
2,2741,1,15,0,1,4.50410958904
2,2742,1,14,0,0,4.35068493151
2,2743,1,14,0,0,4.01917808219
2,2744,1,10,0,0,4.17260273973
2,2745,1,26,1,1,4.59452054795
2,2747,1,2,0,0,4.3397260274
2,2748,1,5,0,0,4.45205479452
2,2750,1,3,0,1,4.82695561045
2,2754,1,5,0,1,4.87613593832
2,2756,1,10,0,1,3.69863013699
2,2757,1,10,0,0,4.34794520548
2,2769,0,5,0,1,4.74772063777
2,2770,0,20,1,1,4.7422561569
2,2771,0,2,0,0,4.4301369863
2,2781,1,4,0,1,4.61369863014
2,2782,1,9,0,0,4.6684856651
2,2783,1,4,0,1,3.67123287671
2,2784,1,6,0,0,4.13150684932
2,2785,0,11,0,1,4.40547945206
2,2786,0,9,0,1,3.86301369863
2,2787,0,2,0,0,3.94794520548
2,2788,0,9,0,0,4.5698630137
2,2789,0,3,0,1,4.63835616439
2,2791,0,15,0,0,3.87397260274
2,2792,0,1,0,1,4.68487910772
2,2797,0,7,0,0,4.13150684932
2,2798,0,8,0,1,4.70946927165
2,2799,0,3,0,1,4.54520547945
2,2801,1,3,0,1,4.82422337002
2,2802,1,6,0,0,4.83515233176
2,2803,1,0,0,0,4.8597424957
2,2805,0,22,1,1,4.39726027398
2,2807,1,6,0,1,3.53698630137
2,2808,1,10,0,0,4.32602739726
2,2811,1,15,0,0,3.95616438356
2,2812,1,10,0,1,4.80236544652
2,2813,1,10,0,0,3.97808219178
2,2814,1,15,0,1,3.5397260274
2,2815,1,10,0,1,3.1698630137
2,2816,1,15,0,0,4.59178082192
2,2817,1,8,0,0,4.21095890411
2,2818,1,10,0,1,3.96164383562
2,2820,0,7,0,0,4.41917808219
2,2834,1,5,0,1,3.7095890411
2,2835,1,7,0,0,3.97534246576
2,2865,0,5,0,1,4.00273972603
2,2866,0,5,0,0,4.07397260274
2,2867,0,10,0,0,4.70673703122
2,2872,1,4,0,1,4.38356164384
2,2873,1,2,0,1,4.17260273973
2,2874,1,1,0,0,4.22191780822
2,2875,1,3,0,0,4.04109589041
2,2876,1,5,0,0,4.56164383562
2,2877,1,8,0,0,4.37260273973
2,2878,1,4,0,1,4.43561643836
2,2879,1,10,0,1,4.09041095891
2,2880,1,5,0,1,4.33424657534
2,2881,1,6,0,1,4.11780821918
2,2882,1,10,0,0,4.37808219178
2,2883,1,7,0,0,4.80509768696
2,2884,0,2,0,0,3.28219178082
2,2894,0,3,0,1,4.50410958904
2,2895,0,14,0,1,4.4301369863
2,2896,0,11,0,0,3.68767123288
2,2897,0,6,0,0,4.74772063777
2,2907,1,11,0,0,4.87340369788
2,2909,1,15,0,1,4.71493375253
2,2910,1,10,0,1,4.51506849315
2,2911,1,5,0,0,4.70673703122
2,2912,1,7,0,0,4.62739726028
2,2913,1,11,0,1,4.30684931507
2,2914,1,5,0,0,4.50410958904
2,2919,1,4,0,0,3.79452054795
2,2929,0,10,0,1,4.94170970881
2,2934,0,2,0,1,4.90892282357
2,2963,0,4,0,0,4.05753424658
2,2980,0,11,0,0,4.34794520548
2,2982,0,8,0,0,4.65479452055
2,2983,0,8,0,1,4.56438356165
2,2984,0,13,0,1,4.32876712329
2,2994,0,10,0,1,3.18904109589
2,2995,0,15,0,1,4.75318511865
2,2996,0,35,1,0,3.78082191781
2,2997,0,11,0,1,4.05479452055
2,2998,0,9,0,1,4.39452054795
2,3001,0,5,0,0,4.32602739726
2,3003,0,8,0,0,4.35890410959
2,3011,1,24,1,1,3.93424657534
2,3012,1,16,0,1,4.3095890411
2,3013,1,9,0,0,4.5397260274
2,3014,1,27,1,0,3.15616438356
2,3015,0,9,0,1,4.04383561644
2,3016,0,10,0,1,4.02739726028
2,3017,0,20,1,1,4.05753424658
2,3018,0,20,1,1,3.22191780822
2,3019,0,10,0,0,4.23561643836
2,3021,0,8,0,0,4.41095890411
2,3022,0,20,1,0,4.6493150685
2,3030,0,26,1,0,3.9095890411
2,3031,0,0,0,0,4.71220151209
2,3032,0,14,0,1,3.57260273973
2,3033,0,15,0,1,3.51506849315
2,3034,0,6,0,1,4.8597424957
2,3036,0,4,0,0,4.81056216783
2,3037,0,5,0,0,4.37534246576
2,3045,1,41,1,1,3.06575342466
2,3046,1,5,0,0,3.15342465754
2,3047,0,3,0,0,3.73150684932
2,3048,0,2,0,0,3.65479452055
2,3051,0,10,0,0,4.7641140804
2,3052,0,20,1,0,3.98630136987
2,3053,0,5,0,1,4.38356164384
2,3054,0,12,0,1,3.92876712329
2,3057,1,12,0,1,4.34520547945
2,3058,1,7,0,1,4.68214686728
2,3059,1,6,0,0,4.24383561644
2,3060,1,9,0,0,4.57534246576
2,3061,1,5,0,1,4.51780821918
2,3062,1,5,0,1,4.80509768696
2,3063,1,6,0,0,4.21369863014
2,3064,1,11,0,1,3.4493150685
2,3065,1,6,0,0,4.77777528258
2,3066,1,8,0,1,3.31506849315
2,3067,1,12,0,0,3.29863013699
2,3068,1,8,0,0,3.56164383562
2,3109,1,6,0,1,4.52876712329
2,3119,0,4,0,0,4.67668238641
2,3121,1,12,0,0,4.57534246576
2,3128,1,6,0,1,4.36438356165
2,3130,1,12,0,0,4.34794520548
2,3132,1,41,1,0,4.11232876713
2,3133,1,9,0,1,4.09863013699
2,3136,1,12,0,1,4.76684632083
2,3139,0,6,0,1,4.59452054795
2,3140,0,3,0,0,4.67941462685
2,3141,0,5,0,0,4.18904109589
2,3148,0,5,0,0,5.09744741373
2,3149,1,15,0,1,4.50684931507
2,3150,1,20,1,1,4.03561643836
2,3151,1,28,1,0,4.69580806947
2,3152,1,10,0,0,4.26849315069
2,3155,1,20,1,1,3.28493150685
2,3156,1,10,0,0,3.23561643836
2,3163,0,5,0,0,3.25205479452
2,3166,1,20,1,1,3.67123287671
2,3167,1,12,0,0,4.64383561644
2,3168,1,8,0,1,4.46849315069
2,3182,0,15,0,0,4.2493150685
2,3189,0,4,0,1,3.52602739726
2,3197,1,12,0,1,4.13424657534
2,3198,1,8,0,0,3.90136986302
2,3199,1,6,0,0,3.86849315069
2,3200,1,14,0,1,3.61095890411
2,3210,0,21,1,1,4.5397260274
2,3212,0,13,0,0,4.8597424957
2,3218,1,5,0,1,4.20821917808
2,3219,0,6,0,1,4.09863013699
2,3221,0,9,0,0,4.15342465754
2,3227,0,8,0,0,4.69854030991
2,3229,0,10,0,1,4.73679167603
2,3238,1,2,0,1,3.84657534247
2,3239,1,5,0,0,4.69580806947
2,3245,1,3,0,1,3.07397260274
2,3246,1,3,0,1,4.79690096564
2,3247,1,6,0,1,4.03835616439
2,3248,1,10,0,1,4.61369863014
2,3249,1,6,0,0,4.77231080171
2,3250,1,7,0,0,4.31506849315
2,3286,0,18,1,1,4.63561643836
2,3287,0,20,1,1,3.41917808219
2,3288,0,2,0,0,4.2
2,3291,0,9,0,0,4.24657534247
2,3300,1,26,1,1,4.59452054795
2,3301,1,9,0,1,4.29041095891
