id,mentor,mentor_school,education,income_log,gpa
95576904,0,97,13,16.12,1.7
95577224,1,11,18,10.86,3.23
95577884,1,12,15,10.46,1.66
95577928,1,11,17,10.6,3.17
95578046,1,11,17,10.82,3.56
95578083,1,11,11,8.99,0.54
95578106,0,97,13,10.46,2.07
95578109,1,11,13,10.82,1.77
95578148,0,97,15,11.16,3.77
95578195,0,97,13,10.71,3
95578206,0,97,13.5,10.4,1.61
95578218,0,97,15,11.23,1.93
95578380,0,97,13,9.21,2.25
95578413,1,12,15,7.6,2.96
95578685,1,11,19,10.6,2.29
95578741,1,11,17,11.1,3.25
95578894,1,11,15,10.04,3.48
95578911,0,97,13,9.85,2.25
95578939,1,11,11,9.21,1.72
95578948,0,97,14,9.95,2.12
95578995,0,97,15,10.6,1.79
95579178,1,11,13.5,8.01,1.89
95579276,0,97,13,9.21,0.9
95579293,0,97,14,10.88,3.04
95579332,1,12,13,9.8,2.11
95579937,1,12,15,16.12,2.14
95579943,1,11,15,9.21,2.78
95579944,1,11,13,10.09,2.72
95579978,0,97,13,8.01,2.26
95579986,0,97,17,10.09,2.76
95579989,1,12,15,9.39,2.48
95579994,0,97,13.5,10.24,1.54
95593009,0,97,15,11.65,3.4
95593101,0,97,11,16.12,1.97
95593907,0,97,13,11.07,1.7
95619167,0,97,20,11.16,3.79
95624976,0,97,13,9.62,2.17
95678275,1,11,15,9.21,1.98
95710081,1,11,15,10.46,2.31
95710158,0,97,15,10.37,3
95710285,0,97,15,11.92,1.59
95710589,0,97,18,9.9,3
95711267,0,97,17,11.29,3.55
95711366,1,11,20,10.13,3.94
95711964,1,11,13,9.9,2.83
95711978,0,97,13.5,9.11,2.18
95712290,0,97,15,10.46,2.56
95712297,1,11,20,10.46,3.88
95712917,0,97,13,8.1,2.81
95712945,1,11,15,10.4,2.77
95713806,0,97,13,0,1.51
95714020,0,97,11,10.09,0.11
95714281,1,11,15,10.71,2.79
95714483,1,12,15,11.18,2.25
95714891,0,97,13,9.62,1.91
95714924,1,11,17,10.13,3.25
95715393,0,97,17,11.46,3.44
95715937,1,11,18,7.31,3.89
95715983,0,97,13,11.16,2.05
95715988,0,97,15,9.39,3.52
95716906,1,11,15,10.65,3.15
95716970,0,97,17,9.21,3.97
95716976,1,11,17,9.62,3.87
95717168,1,11,17,10.6,3.6
95717914,1,11,17,10.17,3.98
95717951,0,97,18,10.37,3.84
95717957,1,11,17,11,3.07
95718215,0,97,15,10.09,2.65
95718296,0,97,11,8.99,2.9
95718313,1,11,15,8.96,3.6
95718482,1,11,15,9.55,1.79
95718486,0,97,17,16.12,3.31
95718900,0,97,15,10.46,2.83
95719936,0,97,17,16.12,2.8
96374974,0,97,17,10.31,2.59
96500221,0,97,13,9.62,2.92
96500381,0,97,11,16.12,0.78
96500870,0,97,13,10.86,3.61
96500981,1,11,14,10.93,2.52
96503800,1,11,15,16.12,2.08
96503834,1,11,15,10.86,2.61
96504509,0,97,18,10.98,2.62
96506122,0,97,15,10.48,3.4
96506342,0,97,14,10.82,2.79
96508876,0,97,15,10.6,3.24
96508974,1,11,15,8.85,2.42
96540219,0,97,17,10.82,3.48
96544206,0,97,17,11.26,3.85
96570059,0,97,17,9.9,2.13
96570285,0,97,17,11.16,1.59
96570488,0,97,17,7.38,2.96
96570520,0,97,14,0,2.79
96570819,0,97,15,10.2,2.08
96570870,1,12,13.5,0,2.55
96571509,1,11,14,9.47,1.8
96571709,1,11,15,10.6,2.93
96571859,1,12,17,8.7,2.94
96572166,1,11,17,10.04,3.31
96572177,0,97,15,8.99,3.35
96572260,0,97,14,11.24,2.94
96572283,1,11,15,10.24,2.98
96572298,1,11,19,11.51,3.98
96572318,1,11,15,10.99,3.11
96572324,0,97,13,10.34,2.5
96572365,0,97,17,10.6,3.25
96572387,1,12,13,9.8,2.32
96572472,1,11,17,10.34,2.85
96572648,0,97,13.5,11.39,2.63
96572906,0,97,13.5,10.13,1.86
96572909,0,97,20,10.76,3.78
96572915,0,97,11,16.12,1.54
96572916,0,97,19,10.82,3.89
96572976,0,97,11,9.9,1.29
96572985,1,12,19,10.09,3.5
96572995,1,12,18,10.6,3.94
96573291,1,11,15,10.95,3.63
96573436,0,97,15,11.08,2.33
96573891,0,97,14,0,3.03
96573995,0,97,15,9.68,3.51
96573998,0,97,13,7.7,2.17
96573999,0,97,22,11.46,3.25
96574589,1,11,15,10.31,2.86
96574616,1,11,13.5,10.46,1.24
96574632,0,97,13,10.67,2.18
96575057,1,11,18,10.78,3.96
96575067,1,11,17,10.67,3.23
96575073,0,97,18,16.12,3.47
96575074,1,11,20,12.15,3.02
96575131,0,97,15,16.12,3.27
96575159,0,97,15,10.31,0.93
96575247,0,97,17,0,4
96575249,0,97,15,10.24,3.27
96575296,1,11,18,9.9,3.21
96575298,1,11,17,10.86,3.22
96575327,0,97,13,0,1.25
96575355,0,97,15,9.68,2.87
96575391,1,11,15,10,2.73
96575407,1,11,19,16.12,3.47
96575428,1,11,13,9.85,1.38
96575806,1,12,17,0,2.91
96575862,1,12,17,11.53,3.46
96575877,1,11,18,8.99,3.38
96575944,0,97,19,10.46,3.1
96575947,1,11,19,0,3.91
96575948,0,97,15,10.13,1.5
96575996,1,11,17,11.24,3.27
96576144,1,11,17,9.68,3.5
96576200,1,11,17,10.74,3.86
96576203,1,12,20,10.97,3.76
96576215,0,97,17,9.9,3.78
96576456,1,12,15,0,3.12
96576497,0,97,14,10.33,3.33
96576531,0,97,17,11.24,3.38
96576632,0,97,17,11.23,3.16
96576639,0,97,15,16.12,1.78
96576723,0,97,15,9.62,3.3
96576750,0,97,11,9.39,0.06
96576922,0,97,15,10.37,1.94
96577123,1,11,20,11.16,2.77
96577156,1,11,18,10.58,3.4
96577615,0,97,15,9.21,3.08
96577860,0,97,17,10.17,3.52
96577929,1,11,20,11.23,3
96578138,0,97,17,16.12,3.94
96578293,0,97,13,10.74,3.03
96578347,1,11,19,10.74,3.57
96578410,0,97,15,16.12,2.43
96578484,0,97,17,9.9,1.21
96578582,0,97,15,9.21,2.33
96578810,1,11,17,10.71,4
96578942,0,97,14,10.4,3.13
96579270,1,11,15,9.8,3.37
96579271,0,97,13,9.62,2.37
96579296,0,97,13,11.31,3.45
96579330,1,12,19,11.42,2.94
96579370,1,11,20,9.62,3.26
96579936,1,12,17,10.13,2.83
96579967,0,97,15,10.6,1.13
96579968,1,11,17,8.29,2.67
96579986,1,11,13,10.55,3.65
96619061,1,11,17,11.13,3.43
96619062,1,11,20,10.67,4
96619067,0,97,17,10.13,3.14
96619661,0,97,17,10.46,3.67
96619960,0,97,15,9.71,2.61
96624973,1,11,18,9.8,3.54
96676651,1,12,18,10.76,2.9
96676724,1,12,17,10.92,2.57
96678376,1,11,15,10.28,1.76
96710053,0,97,11,10.17,0.5
96710094,1,11,13,10.17,1.04
96710217,1,12,17,10.71,3.67
96710311,0,97,17,10.28,3.09
96710333,1,11,18,10.65,3.2
96712372,0,97,11,8.28,1.8
96712905,1,11,15,9.47,3.66
96713133,0,97,15,9.11,2.21
96713231,1,11,17,0,2.5
96713393,0,97,20,11.18,3.1
96713395,1,11,14,9.47,3.09
96714083,1,11,13,10.37,3.6
96715164,0,97,17,10,3.62
96715938,0,97,15,10.46,2.88
96716152,1,11,14,9.9,2
96716667,1,11,14,10.31,2.73
96716905,1,12,15,9.9,2.41
96716930,1,11,15,16.12,1.95
96716975,0,97,17,10.71,2.6
96717154,1,12,17,9.21,2.93
96717168,1,11,14,10.31,2.94
96717354,1,12,17,11.78,3.39
96717914,1,11,17,10.31,3.29
96718013,0,97,13,9.9,1.03
96718145,1,11,18,10.55,3.53
96718148,0,97,15,10.37,2.9
96718212,0,97,13.5,10.24,2.32
96718687,1,11,17,10.13,3.95
96719930,1,11,19,0,3.3
97500651,0,97,13.5,10.52,2.38
97500713,0,97,19,11.29,3.93
97503407,0,97,13,9.9,2.46
97504304,0,97,15,1.61,2.98
97504342,0,97,15,9.21,1.12
97504523,1,11,18,8.52,3.93
97504703,0,97,18,10.4,2.68
97506023,0,97,14,11.08,3.13
97506329,0,97,14,0,2.77
97506332,0,97,14,10.92,2.18
97506696,0,97,15,16.12,2.58
97506999,0,97,14,11.25,2.68
97507152,1,11,15,10.49,1.61
97507853,0,97,18,10.6,2.54
97508073,1,11,22,9.85,3.78
97546871,0,97,15,16.12,3.04
97570089,0,97,18,10.8,2.54
97570213,1,12,15,10.82,2.55
97570231,1,11,17,11.61,3.8
97570714,1,12,17,10.86,3.04
97570938,1,11,15,10.31,3.17
97571068,1,11,15,10.57,3.46
97571100,1,11,15,9.9,2.06
97571113,1,11,19,10.62,3.85
97571116,0,97,17,9.8,2.44
97571409,1,11,15,7.6,1.69
97571812,0,97,15,10.6,2.54
97572043,1,12,15,10.49,2.1
97572066,1,11,17,9.41,3.17
97572078,0,97,15,9.21,3.12
97572102,1,11,15,10.28,3.22
97572266,0,97,14,11.37,2.51
97572271,1,11,14,10.17,2.85
97572278,0,97,20,10.46,2.54
97572310,1,11,15,10.09,1.72
97572367,1,11,20,10.6,3.89
97572381,1,11,15,10,3.22
97572660,1,11,11,10.13,1.88
97573293,0,97,13,9.47,0.9
97573295,0,97,13,16.12,2.25
97573333,1,11,18,10.31,2.58
97573496,1,11,15,9.47,2.9
97573943,0,97,14,9.62,3.26
97573957,1,11,19,10.67,3.83
97574044,0,97,11,8.61,2.16
97574089,0,97,13,11.81,1.5
97574102,1,11,17,10.71,2.6
97574126,0,97,13,10.65,1.66
97574127,0,97,17,10.04,3.58
97574142,0,97,15,10.46,1.9
97574419,0,97,11,10.6,1.53
97574490,1,11,15,9.95,2.27
97574498,1,11,15,10.8,2.37
97574839,0,97,14,10.82,1.4
97575130,1,11,17,10.82,2.57
97575153,0,97,15,8.85,2
97575219,1,12,19,10.95,3.65
97575240,1,11,19,10.68,3.76
97575287,1,11,17,10.27,4
97575303,0,97,18,9.21,3.25
97575335,1,11,19,11.51,3.47
97575339,0,97,15,10.67,3.18
97575356,1,11,19,10.82,3.98
97575398,0,97,15,0,2.87
97575409,1,11,20,10.24,2.47
97575463,0,97,13,9.9,1.52
97575471,1,11,17,10.71,2.23
97575800,1,11,17,10.82,3.17
97575820,0,97,19,10.62,3.12
97575940,1,11,15,10.71,3.1
97575942,0,97,15,10.71,2.56
97575946,1,11,15,10.6,2.67
97575964,0,97,15,9.8,2.24
97576148,0,97,11,9.62,1.56
97576261,1,11,17,8.29,3.85
97576406,1,11,17,11.35,3.56
97576411,0,97,15,10.74,2.56
97576452,0,97,14,9.9,1.82
97576635,1,12,18,9.62,2.78
97576663,1,11,17,10.9,3.68
97576673,1,11,15,10.6,2.78
97576784,1,11,20,10,3.98
97577053,0,97,15,9.62,2.76
97577122,1,11,18,11.13,3.54
97577123,1,11,18,10.31,3.39
97577322,1,11,18,10.24,3.41
97577327,1,11,17,10.37,3.46
97577922,0,97,18,10.37,2.88
97578112,0,97,15,10.31,2.96
97578122,0,97,15,9.39,2.35
97578211,1,11,14,10.31,2.12
97578219,1,11,17,10.31,2.54
97578298,1,11,13,6.91,2.44
97578314,1,11,13,9.62,1.7
97578482,1,12,13,10.46,1.89
97578532,1,11,18,0,2.42
97578585,0,97,17,10.8,3.26
97578690,1,11,17,10.53,3.94
97578823,0,97,11,8.7,1.03
97578980,0,97,13.5,0,2.28
97579274,0,97,13,0,2.82
97579293,0,97,13.5,9.62,2.31
97579295,0,97,13,9.68,1.49
97579963,0,97,15,10.17,3.29
97606524,0,97,17,10.62,2.95
97614378,0,97,18,11.23,2.67
97614777,0,97,13,8.01,2
97614875,0,97,17,11.44,3.2
97678274,0,97,15,10,2.02
97710215,0,97,13,0,2.19
97712240,0,97,15,10.04,2.46
97712990,1,11,13,0,2.56
97712994,0,97,15,9.8,2.44
97712999,0,97,15,11.7,2.9
97713607,0,97,11,10.6,0.88
97713994,0,97,13,8.99,1.87
97714214,0,97,13,9.21,0.68
97714480,1,11,17,10.31,3.51
97714894,0,97,17,10,3.13
97714933,0,97,13.5,10.31,2.6
97715983,0,97,19,10.52,3.81
97715987,1,12,14,10.55,2.44
97715989,1,11,13,0,1.6
97716153,1,11,13,10,2.55
97716338,1,11,17,10.65,3.48
97716973,0,97,13,9.9,2.48
97716977,1,11,17,10.37,3.32
97717958,1,11,15,8.01,3.77
97718048,0,97,13,9.47,1.97
97718147,0,97,15,9.39,2.12
97718375,1,11,14,9.39,2.46
97718960,0,97,14,10.28,2.44
97718990,0,97,18,10.6,4
97719278,0,97,15,10.13,2.23
98316359,1,11,14,9.8,3.35
98500210,0,97,13,9.21,0.53
98500510,0,97,14,9.95,2.78
98500831,0,97,15,8.52,2.36
98500910,1,11,22,12.77,4
98503002,0,97,15,16.12,2
98503032,1,11,15,0,1.57
98504524,0,97,15,10.31,3.4
98504600,0,97,17,11,2.9
98504806,0,97,19,10.82,2.98
98506201,1,11,18,11.47,3.82
98506683,1,11,15,10.13,3.35
98506942,0,97,15,9.9,2.38
98507316,0,97,18,10.9,4
98508237,0,97,13,10.31,1.31
98544206,1,11,17,10.71,2.29
98546321,0,97,13,10.34,2.38
98570080,0,97,15,10.31,2.68
98570122,0,97,13,6.55,0.38
98570232,0,97,15,11.03,1.94
98570233,0,97,17,10.43,3.71
98570237,0,97,13,16.12,3.38
98570271,0,97,19,10.97,3.67
98570899,0,97,15,10.04,3.33
98570920,0,97,15,16.12,2.1
98571012,1,11,13,10.28,1.98
98571107,0,97,13,10.55,1.56
98571272,0,97,14,16.12,1.74
98571319,1,11,17,10.13,1.75
98571605,0,97,20,10.75,3.55
98571669,0,97,13,10.37,2.83
98571971,0,97,15,10.13,1.91
98572261,1,11,20,9.62,3.94
98572287,0,97,15,9.9,3.28
98572360,1,11,19,10.46,4
98572362,1,11,13.5,9.95,2.07
98572373,0,97,14,9.11,2.56
98572448,0,97,13,10,2.43
98572910,0,97,13,10.31,1.79
98572913,0,97,17,10.51,3.59
98572926,0,97,13,8.7,1.15
98572927,0,97,15,9.62,3.09
98572983,0,97,18,10.34,3.76
98573112,1,11,17,10.92,3.62
98573892,1,11,19,11.26,3.56
98573943,1,12,17,11,3.93
98574296,1,11,17,10.37,3.42
98574491,1,11,13,10.2,2.75
98574640,0,97,13,10.09,2.61
98574806,1,11,15,10.24,2.6
98574900,1,11,15,10.89,3.04
98575036,0,97,14,10.46,2.18
98575190,1,11,17,11.26,3.22
98575331,1,11,17,13.08,3.3
98575355,1,11,15,8.29,3.22
98575918,1,12,15,10.99,2.06
98575946,1,11,15,10.76,1.98
98576509,1,12,17,11.16,2.82
98576600,0,97,14,10.82,1.78
98576964,1,11,20,10.09,3.87
98577061,1,11,19,10.2,2.63
98577328,1,11,14,0,2.06
98577954,1,11,17,10.31,3.18
98578043,1,11,15,10.49,3.18
98578101,0,97,17,10.85,1.55
98578198,0,97,17,16.12,4
98578207,0,97,13,10,1.14
98578267,1,11,19,11.35,3.15
98578330,0,97,18,11,2.8
98578348,1,11,15,10.55,2.58
98578432,1,11,17,10.8,3.67
98578582,1,12,13.5,0,1.71
98579373,0,97,13,10.17,2.8
98579930,0,97,15,10.74,2.72
98579939,0,97,13,8.79,2.1
98579968,0,97,17,12.61,3.06
98606929,0,97,15,10.6,2.25
98619063,1,11,18,10.04,2.71
98619068,1,11,20,9.25,3.14
98619368,1,11,15,16.12,1.91
98619466,0,97,19,10.24,3.26
98676352,0,97,15,11,3.21
98676651,0,97,15,10.31,1.99
98710672,0,97,14,10.86,3.33
98712214,1,11,15,8.48,2.16
98712216,0,97,13,10.4,2.35
98712247,1,11,15,10.31,2.73
98712941,1,11,20,10.46,3.58
98712942,0,97,15,9.62,3.03
98712976,0,97,13,9.62,3.79
98713204,0,97,13,8.99,0.2
98713391,0,97,13,8.7,2.45
98713806,0,97,15,10.37,2
98714025,0,97,15,10.13,3.8
98714282,1,12,15,10.46,3.35
98714481,1,11,13,9.62,1.44
98714928,1,11,18,10.43,3.16
98714991,1,11,15,10.13,2.54
98715097,1,11,17,11.23,3.95
98715250,0,97,13,11.08,2.14
98715258,1,11,13.5,9.47,1.74
98715986,1,12,13,8.52,2.32
98715994,1,11,15,10.2,2.35
98716054,0,97,13,9.55,0
98716423,1,11,15,0,2.75
98716827,1,11,15,10.43,2.86
98716897,0,97,15,11.02,1.77
98716976,1,12,17,10.6,3.84
98716978,1,11,19,11.81,3.87
98718108,0,97,18,8.52,2.38
98718119,1,11,15,10.31,1.6
98719932,0,97,17,9.9,3.21
98719935,1,12,17,10.31,3.16
99316152,0,97,13,10.13,2.14
99500115,0,97,11,10.17,2.85
99500139,1,12,15,10.55,2.04
99500183,1,11,18,11.61,2.72
99500417,0,97,14,9.47,2.98
99500813,0,97,14,10.6,2.98
99503838,1,12,18,9.62,3.63
99504520,1,11,15,9.47,2.5
99504720,0,97,14,9.21,2.7
99504849,0,97,15,10.31,1.95
99507859,0,97,13,16.12,1.98
99507981,0,97,15,10.34,2.21
99508327,1,12,17,10.76,2.62
99508430,1,11,15,10.53,1.6
99508537,0,97,17,11.78,3.69
99540917,0,97,14,10.71,2.75
99543908,0,97,13,0,2.46
99544087,1,11,13.5,10.37,2.93
99570393,1,12,15,10,3.15
99570725,1,11,15,9.21,2.62
99570726,1,11,15,8.85,3.33
99570891,0,97,17,10.9,3
99570920,0,97,13,0,2.98
99570997,1,12,15,10.71,2.7
99571170,0,97,13,11.29,0.9
99571202,1,12,15,10.65,2.76
99571273,0,97,11,16.12,0.27
99571301,1,12,14,10.65,2.52
99571353,0,97,19,11.88,2.79
99571369,0,97,17,10.24,3.26
99571500,1,12,15,10.46,2.15
99571664,1,11,19,10.37,3.21
99571916,0,97,15,8.7,1.69
99572110,0,97,15,9.11,1.71
99572263,1,11,17,10.46,3.8
99572283,0,97,15,10.56,2.65
99572317,1,11,15,8.99,2.42
99572326,1,12,13,10.31,2.7
99572962,0,97,17,10.74,2.87
99572975,0,97,15,10.67,3.1
99572983,1,12,17,10.31,3.4
99573014,0,97,13,10.04,2.36
99573038,1,11,19,11.08,3.8
99573216,1,11,13,8.01,2.72
99573253,0,97,17,0,3.87
99573258,1,11,13,0,2.26
99573316,1,12,17,11.56,2.27
99573394,0,97,17,11.13,3.53
99573691,0,97,13,11.29,2.19
99573898,0,97,15,0,2.76
99573947,0,97,13,10.31,1.57
99573992,1,11,17,11.23,3.77
99573999,0,97,15,10.68,3.5
99574199,0,97,14,8.85,2.67
99574437,0,97,15,9.9,1.49
99574686,0,97,15,10.13,2.12
99574729,1,11,14,10.46,3.24
99574804,1,12,17,10.46,3.62
99574808,1,11,15,9.9,2.04
99575087,1,11,14,11.35,3.29
99575096,0,97,14,10.65,2.69
99575118,0,97,17,11.74,4
99575131,0,97,14,10,1.67
99575134,0,97,17,10.13,2.19
99575154,0,97,13,9.11,2.2
99575157,1,11,17,9.68,2.72
99575216,1,11,15,9.21,1.86
99575236,1,11,19,10.71,3.06
99575237,1,12,15,10.09,1.87
99575248,1,12,15,10.04,2.88
99575259,1,11,15,9.9,2.72
99575305,1,11,19,10.46,3.22
99575335,0,97,17,10.13,2.53
99575405,0,97,17,9.21,3.06
99575579,1,11,13,12.52,2.3
99575621,0,97,13,8.85,0.7
99575626,0,97,17,10.15,3.09
99575672,0,97,17,13.59,2.67
99575805,1,11,19,10.82,3.36
99575903,0,97,17,11.16,3.16
99575946,1,11,17,10.71,3.29
99576007,0,97,17,11.03,1.62
99576011,1,11,17,10.31,3.77
99576206,1,11,18,10.82,3.62
99576589,1,11,13.5,10.13,2.14
99576843,1,11,15,10.17,3.6
99576938,0,97,13.5,9.39,1.47
99577123,0,97,17,10.93,2.62
99577250,0,97,15,9.62,3.16
99577265,1,11,15,9.74,1.83
99577322,1,11,17,11.51,3.2
99577517,0,97,15,10.28,0.88
99577923,1,11,19,0,3
99577988,0,97,13.5,10.13,1.36
99578109,0,97,15,10.57,1.73
99578289,0,97,15,9.39,1.4
99578312,0,97,17,10.31,1.86
99578414,0,97,18,10.57,2.64
99578742,0,97,13,10.04,2.77
99579947,1,11,15,10.02,3.06
99579997,0,97,13,10.6,2.43
99579998,0,97,13,9.39,2.84
99590150,0,97,13,6.55,1.89
99614475,0,97,15,10.6,2.32
99619364,1,11,15,10.13,1.37
99619460,1,11,20,12.21,3.38
99619860,0,97,19,10.6,4
99636350,1,11,15,9.55,3.38
99676357,0,97,11,16.12,1.23
99676853,0,97,15,10.52,2.36
99678179,1,12,17,10.49,2.67
99678677,1,11,15,11.02,1.94
99678978,1,11,19,11.23,3.96
99710038,1,11,15,10.65,2.48
99710096,0,97,17,10.09,3.79
99710181,1,11,15,10.57,3.32
99710298,0,97,19,10.67,3.57
99710315,0,97,13.5,0,1.25
99710319,1,11,15,9.8,2.83
99711176,1,12,11,10.6,0.44
99712041,0,97,15,10.31,2.78
99712176,1,11,18,10.4,3.79
99712217,1,11,17,11.1,3.57
99712242,1,12,15,7.6,1.92
99712274,0,97,13,9.39,2.82
99712905,1,11,13,11,2.95
99713094,1,11,15,10.22,2.68
99713197,1,11,17,11.05,3.49
99713400,1,11,17,10.71,3.21
99713934,1,11,18,8.29,3.43
99713999,0,97,13,9.62,2.41
99714346,1,11,17,9.47,3.44
99714387,0,97,15,10.52,2.6
99714927,0,97,15,8.7,1.26
99715029,1,11,13,16.12,2.23
99715095,1,12,17,16.12,4
99715352,0,97,15,7.6,3.02
99715358,0,97,13,10.82,2
99715365,0,97,15,10.13,2.5
99715932,0,97,15,10.17,2.61
99716892,1,11,15,8.7,2.47
99716929,1,11,18,10.65,3.25
99716971,1,11,17,0,3.6
99717365,0,97,15,10.09,2.63
99717911,0,97,14,10.31,2.83
99718016,0,97,11,0,2
99718088,0,97,15,8.99,2.02
99718222,0,97,15,0,4
99718310,0,97,15,10.67,2.16
99719378,1,11,15,10.65,3.12
